CONSTRUCTION,VERB,REDUCED,PARTICIPLE
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,na,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,za,no,yes
goal,_zero,yes,yes
goal,_zero,yes,yes
goal,_zero,yes,yes
goal,_zero,yes,yes
goal,_zero,yes,yes
goal,_zero,yes,yes
goal,_zero,yes,yes
goal,_zero,yes,yes
goal,_zero,yes,yes
goal,_zero,yes,yes
goal,_zero,yes,yes
goal,_zero,yes,yes
goal,_zero,yes,yes
goal,_zero,yes,yes
goal,_zero,yes,yes
goal,_zero,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,na,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,za,yes,yes
goal,po,yes,yes
goal,po,yes,yes
