Like;Cx;Tense;Trans;Voice;Asp;Anim;Plen;Dep
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;ipf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;pres;tran;pass;ipf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
adj;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;no
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;no
adj;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;depict;pres;tran;act;ipf;intr;plen;yes
ptcp;depict;past;intr;act;pf;anim;plen;yes
adj;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;anim;sh;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;intr;med;pf;anim;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;pres;tran;pass;ipf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;anim;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;no
adj;depict;pres;intr;act;ipf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;intr;act;pf;anim;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;intr;act;pf;anim;plen;yes
adj;depict;past;tran;pass;pf;anim;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;pres;tran;pass;ipf;intr;sh;yes
ptcp;depict;pres;intr;act;ipf;intr;plen;yes
ptcp;depict;past;intr;act;pf;anim;plen;yes
ptcp;depict;past;tran;pass;ipf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
adj;depict;past;tran;pass;pf;intr;plen;no
ptcp;depict;past;tran;pass;pf;intr;sh;no
ptcp;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;pres;tran;act;ipf;intr;plen;yes
adj;depict;pres;tran;pass;ipf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;pres;tran;act;ipf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;no
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;pres;intr;act;ipf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;anim;plen;yes
adj;depict;past;tran;pass;pf;anim;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;anim;plen;yes
adj;depict;past;tran;pass;pf;intr;sh;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;pres;intr;act;ipf;intr;plen;yes
ptcp;depict;pres;intr;act;ipf;intr;plen;no
ptcp;depict;past;tran;pass;pf;anim;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
adj;depict;past;tran;pass;pf;intr;sh;no
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;intr;med;pf;intr;plen;yes
ptcp;depict;pres;intr;med;ipf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;anim;plen;yes
ptcp;depict;pres;tran;act;ipf;anim;plen;no
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
adj;depict;pres;tran;act;ipf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;pres;intr;act;ipf;anim;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;no
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;sh;no
adj;depict;past;tran;pass;pf;anim;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;anim;plen;yes
adj;depict;past;tran;pass;pf;intr;sh;no
adj;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;pres;tran;pass;ipf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;anim;sh;no
adj;depict;pres;tran;act;ipf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;anim;plen;no
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;no
ptcp;depict;past;tran;pass;pf;intr;plen;no
adj;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;sh;no
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;anim;plen;no
ptcp;depict;past;tran;pass;pf;intr;sh;yes
