genre;register;date_of_creation;head_pos;root;preposition;example;comment
nonfiction;written;before 1950;V;говор;о/об;я говорю об исключительности этого дара
nonfiction;written;before 1950;V;говор;о/об;Вы, насколько я знаю, говорили не о происхождении театра
nonfiction;written;before 1950;V;говор;о/об;Я говорила о Николае Николаевиче на лекции по случаю 250-летия С.-Петербурга
nonfiction;written;before 1950;V;говор;о/об;говорила об его пьесах, об его книгах
nonfiction;written;before 1950;V;говор;о/об;С таким же энтузиазмом он говорит о Куинджи
nonfiction;written;before 1950;V;говор;о/об;Такое же нежелание говорить о себе
nonfiction;written;before 1950;V;говор;о/об;он с досадой говорит о своём престарелом учителе
nonfiction;written;before 1950;V;говор;о/об;Говоря, например, о знаменитой картине того же Матейки «Битва при Грюнвальде»
nonfiction;written;before 1950;V;говор;о/об;Говоря, например, о картине Александра Иванова «Явление Христа народу»
nonfiction;written;before 1950;V;говор;о/об;не только не проклинает обидчиков, ноговорит о своей вековечной обиде
nonfiction;written;before 1950;V;говор;о/об;Я уже не говорю о том, что на первой странице и на двух-трёх последующих фигурирует город Острогорск
nonfiction;written;before 1950;V;говор;о/об;"Но когда говоришь о ""Докторе Калюжном"", никак не поймёшь, в чём тут дело"
nonfiction;written;before 1950;V;говор;о/об;И нам, говоря об искусстве заглавия, надо духовно поклониться Островскому
nonfiction;written;before 1950;V;говор;о/об;Рано пока говорить об этом
nonfiction;written;before 1950;V;говор;о/об;А говорит всё о мистицизме да об оккультизме
nonfiction;written;before 1950;V;говор;о/об;незачем говорить о теоретической подготовке для писателя
nonfiction;written;before 1950;V;говор;о/об;то, что говорил Маркс о буржуазном обществе
nonfiction;written;before 1950;V;говор;о/об;Ниже мы будем говорить о рассказе одного товарища
